aumentare	VER	Il prezzo della benzina sta aumentando.	aumentando	Der Benzinpreis steigt.	steigt	Oh, a proposito, dovremo aumentare il prezzo.	aumentare	Oh, übrigens, wir müssen den Preis erhöhen.	erhöhen	Dobbiamo aumentare il numero di agenti, anche se sarà più costoso.	aumentare	Wir müssen die Anzahl der Agenten erhöhen, auch wenn es teurer wird.	erhöhen
antichità	NOM	Professore di Archeologia e esperto di antichità rare.	antichità	Professor der Archäologie und Experte seltener Antiquitäten.	Antiquitäten	Hai comprato una falsa antichità?	antichità	Hast du eine gefälschte Antiquität gekauft?	Antiquität	Una bella antichità di valore.	antichità	Eine schöne, wertvolle Antiquität.	Antiquität
edificio	NOM	La maggior parte degli inquilini di questo edificio sono artisti.	edificio	Die meisten Mieter in diesem Gebäude sind Künstler.	Gebäude	L'edificio ha cambiato più volte proprietario.	edificio	Das Gebäude wechselte mehrere Male den Besitzer.	Gebäude	Aspetta all'entrata di questo edificio.	edificio	Warte am Eingang dieses Gebäudes.	Gebäudes
professionista	NOM	Qual è la differenza tra un principiante e un professionista?	professionista	Was ist der Unterschied zwischen einem Amateur und einem Professionellen?	Professionellen	Beh, magari un professionista potrebbe aiutarci.	professionista	Vielleicht könnte uns ein Profi helfen.	Profi	Questo è il lavoro di un vero professionista.	professionista	Das ist die Arbeit eines echten Profis.	Profis
intraprendere	VER	Questo è stato motivo per me per intraprendere lo stesso tipo di carriera.	intraprendere	Dies war für mich der Grund, ebenfalls eine derartige Laufbahn einzuschlagen.	einzuschlagen	Dopo i tuoi esami sarai in grado di intraprendere una professione.	intraprendere	Du wirst nach deinen Prüfungen in der Lage sein, einen Beruf einzuschlagen.	einzuschlagen	Ha già pensato di rinunciare e intraprendere un altro tipo di lavoro?	intraprendere	Wollte Sie jemals aufgeben und einen anderen Beruf einschlagen?	einschlagen
pallino	NOM	Se metti tre pallini in fila puoi vincere il gioco del tris.	pallini	Wenn du drei Pünktchen in eine Reihe bringst, kannst du das Spiel Tic-tac-toe gewinnen.	Pünktchen	N/A	N/A	N/A		N/A	N/A	N/A	
dibattito	NOM	Il dibattito sarebbe anche una bella cosa, se solo le persone fossero in grado di comportarsi civilmente, magari parlando uno alla volta!	dibattito	Die Debatte wäre auch eine gute Sache, wenn sich nur die Menschen zivilisiert benehmen könnten, vielleicht einer nach dem anderen reden!	Debatte	N/A	N/A	N/A		N/A	N/A	N/A	
caso	NOM	L'unico caso in cui è giusto raccogliere un uccellino è se l'animale è ferito.	caso	Der einzige Fall, in dem man einen Vogel mitnehmen darf, ist, wenn das Tier verletzt ist.	Fall	In caso di incendio rompa questa finestra.	caso	Im Falle eines Brandes zerschlagen Sie dieses Fenster!	Falle	In caso di ritardo nella consegna, abbiamo una speciale assicurazione.	caso	Für den Fall, dass sich die Lieferung verzögert, haben wir eine Sonderversicherung.	Fall
coltivare	VER	A casa mia c'è un piccolo giardino, dove coltivo alcune piante aromatiche.	coltivo	Daheim habe ich einen kleinen Garten, wo ich einige duftende Pflanzen anbaue.	anbaue	Molti contadini in Hokkaido hanno coltivato patate.	coltivato	Viele Bauern in Hokkaido haben Kartoffeln angebaut.	angebaut	Tom coltiverà pomodori nel suo giardino.	coltiverà	Tom wird in seinem Garten Tomaten anbauen.	anbauen
attività	NOM	La conoscenza delle lingue straniere stimola l'attività del cervello.	attività	Fremdsprachenkenntnisse stimulieren die Gehirntätigkeit.	tätigkeit	Veramente filosofare è attività comune a tutti gli esseri umani.	attività	Tatsächlich ist Philosophieren eine Tätigkeit, die allen menschlichen Wesen gemeinsam ist.	Tätigkeit	Nessuna attività criminale oggi.	attività	Keine kriminellen Aktivitäten heute.	Aktivitäten
infanzia	NOM	Per i più grandi la visita al museo del giocattolo diventa un viaggio nella propria infanzia.	infanzia	Für die Älteren wird der Besuch des Spielzeugmuseums zu einer Reise in die Kindheit.	Kindheit	Questo è il villaggio in cui ho passato la mia infanzia.	infanzia	Dies ist das Dorf, in dem ich meine Kindheit verbracht habe.	Kindheit	Io mi ricordo volentieri della mia infanzia.	infanzia	Ich erinnere mich gern an meine Kindheit.	Kindheit
capace	ADJ	Lei ha solo due anni ma è capace a contare fino a 100.	capace	Sie ist erst zwei Jahre alt, aber schon fähig, bis hundert zu zählen.	fähig	Suo fratello è un dottore molto capace.	capace	Sein Bruder ist ein sehr fähiger Arzt.	fähiger	È capace di parlare dieci lingue.	capace	Er ist fähig, zehn Sprachen zu sprechen.	fähig
rivelare	VER	Ciò che ha detto si è rivelata una menzogna.	rivelata	Was er sagte, hat sich als Lüge herausgestellt.	herausgestellt	Tom non ha rivelato a Mary perché l'ha fatto.	rivelato	Tom hat Maria nicht verraten, warum er das gemacht hat.	verraten	Lui non rivelò la sua identità.	rivelò	Er hat seine Identität nicht preisgegeben.	preisgegeben
arduo	ADJ	Questo codice è arduo da decifrare, senza conoscere il titolo del libro.	arduo	Dieser Code ist schwer zu knacken, wenn man den Buchtitel nicht kennt.	schwer	È arduo leggere i pensieri di un robot.	arduo	Es ist schwer die Gedanken eines Roboters zu lesen.	schwer	È molto arduo per me lasciarti.	arduo	Es ist sehr schwer für mich, dich zu verlassen.	schwer
ovviamente	ADV	Ha preso un cattivo voto a scuola ed, ovviamente, il genitore lo ha rimproverato.	ovviamente	Er bekam in der Schule eine schlechte Note, und natürlich schimpften die Eltern mit ihm.	natürlich	N/A	N/A	N/A		N/A	N/A	N/A	
allenare	VER	Lui pattina meglio di me perché si allena più spesso.	allena	Er fährt besser Schlittschuh als ich, weil er öfter trainiert.	trainiert	Hazen ti chiederà di allenare la squadra.	allenare	Hazen wird dich bitten, das Team zu trainieren.	trainieren	Drago, come ci si sente a potersi allenare con un grande ex campione?	allenare	Drago, was ist das für ein Gefühl, mit einem großen Champion zu trainieren?	trainieren
alzare	VER	Cinque minuti dopo essersi svegliata lei si è alzata.	alzata	Fünf Minuten nach dem Aufwachen ist sie aufgestanden.	aufgestanden	Alzarsi presto è buono per la salute.	Alzarsi	Früh aufstehen ist gut für die Gesundheit.	aufstehen	L'uomo alzò lo sguardo e vide il cielo grigio.	alzò	Der Mann hob den Blick und sah den grauen Himmel.	hob
esperienza	NOM	Grazie all’esperienza maturata all’estero so una seconda lingua.	esperienza	Dank meiner im Ausland entstandenen Erfahrung, kann ich eine zweite Sprache.	Erfahrung	Noi vogliamo un assistente, preferibilmente qualcuno con dell'esperienza.	esperienza	Wir suchen einen Assistenten, bevorzugt jemanden mit Erfahrung.	Erfahrung	Posso dire per esperienza che questo metodo funziona.	esperienza	Ich kann aus Erfahrung sagen, dass diese Methode funktioniert.	Erfahrung
semestre	NOM	Mi sono diplomato il semestre scorso.	semestre	Seit dem letzten Halbjahr bin ich mit der Schule fertig.	Halbjahr	Sto facendo un corso e il prossimo semestre ne farò due.	semestre	Ich mache einen Kurs und nächstes Semester mache ich zwei.	Semester	Sei stato promosso in tutte le materie questo semestre.	semestre	Du hast soeben alle Prüfungen in diesem Semester bestanden.	Semester
acquisto	NOM	Sono riuscito a convincerli all'acquisto di un letto nuovo.	acquisto	Es ist mir gelungen, ihn zum Kauf eines neuen Bettes zu überreden.	Kauf	Vado a fare acquisti questo pomeriggio sebbene io non abbia molto denaro.	acquisti	Ich gehe heute Nachmittag Einkäufe machen, obwohl ich nicht viel Geld habe.	Einkäufe	Mi piace fare acquisti in quel grande magazzino.	acquisti	Ich mag es, in diesem großen Geschäft Einkäufe zu machen.	Einkäufe
allestimento	NOM	Mi sono specializzata nell'allestimento di vetrine di negozi di scarpe.	allestimento	Ich bin auf Schaufensterdekoration in Schuhgeschäften spezialisiert.	dekoration	N/A	N/A	N/A		N/A	N/A	N/A	
risparmio	NOM	Un frigorifero ben funzionante consente un risparmio energetico.	risparmio	Ein gut funktionierender Kühlschrank lässt eine Energieeinsparung zu.	einsparung	Il risparmio elettrico è più grande quando si spegne la televisione.	risparmio	Die Stromeinsparungen sind höher, wenn man den Fernseher abschaltet.	einsparungen	Non sono molto bravo nel risparmio di soldi.	risparmio	Ich bin nicht so gut im Sparen von Geld.	Sparen
riciclabile	ADJ	Questo prodotto è costituito da materiali riciclabili.	riciclabili	Dieses Produkt besteht aus wiederverwertbaren Materialien.	wiederverwertbaren	N/A	N/A	N/A		N/A	N/A	N/A	
offerta	NOM	Hai trovato qualche offerta di lavoro interessante?	offerta	Hast du ein interessantes Stellenangebot gefunden?	angebot	Pensò che sarebbe stato saggio accettare l'offerta.	offerta	Er dachte, es sei klug, das Angebot anzunehmen.	Angebot	Gentili clienti, abbiamo una nuova offerta speciale.	offerta	Liebe Kunden, wir haben ein neues Spezialangebot.	angebot
evidente	ADJ	Era evidente che avevano mentito.	evidente	Es war offensichtlich, dass sie gelogen hatten.	offensichtlich	Avevo torto io. Miquette è la tua amante, è evidente.	evidente	Ich lag falsch. Natürlich ist Miquette deine Geliebte.	Natürlich	Non trovo così evidente che lei sia incinta.	evidente	Ich finde es nicht so offensichtlich, dass sie schwanger ist.	offensichtlich
favorire	VER	La conoscenza di una seconda lingua offre al bambino molte opportunità e favorisce la sua creatività.	favorisce	Die Kenntnis einer zweiten Sprache bietet dem Kind viele Möglichkeiten und fördert seine Kreativität.	fördert	Andare a cena con lui potrebbe favorire la tua carriera.	favorire	Es könnte ihrer Karriere begünstigen, wenn Sie mit ihm essen gehen.	begünstigen	N/A	N/A	N/A	
gareggiare	VER	Mi ha convinto un caro amico a gareggiare nei contest fotografici.	gareggiare	Ein lieber Freund hat mich überzeugt, an Fotowettbewerben teilzunehmen.	teilzunehmen	N/A	N/A	N/A		N/A	N/A	N/A	
architetto	NOM	Anche se avevo studiato architettura, non ho mai lavorato come architetto.	architetto	Obwohl ich Architektur studiert hatte, arbeitete ich niemals als Architekt.	Architekt	L'edificio è stato progettato da un architetto russo.	architetto	Das Gebäude hat ein russischer Architekt gebaut.	Architekt	N/A	N/A	N/A	
telecamera	NOM	Non mi limitai a sorridere alla telecamera e leggere manoscritti.	telecamera	Aber ich hab nicht nur in die Kamera gelächelt und Manuskripte abgelesen.	Kamera	Accendo la telecamera e tu inizi parlare.	telecamera	Ich schalte die Kamera an, und Sie fangen an zu reden.	Kamera	Datemi una telecamera e vi faccio un scoop!	telecamera	Gebt mir eine Kamera und ich besorge euch einen Knüller!	Kamera
arrotolare	VER	Ho arrotolato il tappeto persiano per poter lavare il pavimento.	arrotolato	Ich habe den Perserteppich zusammengerollt, damit ich den Boden waschen konnte.	zusammengerollt	N/A	N/A	N/A		N/A	N/A	N/A	
osservare	VER	A Tom piace osservare la gente che passa.	osservare	Tom beobachtet gerne die vorbeigehenden Leute.	beobachtet	Mi piace osservare le persone.	osservare	Ich beobachte gern Leute.	beobachte	La notte scorsa c'erano buone opportunità di osservare aurore boreali.	osservare	Vergangene Nacht gab es gute Chancen, Polarlichter zu beobachten.	beobachten
stressante	ADJ	Occuparsi di una casa tanto grande è stressante.	stressante	Sich um ein so großes Haus zu kümmern, ist sicher stressig.	stressig	Provi a vivere con quei due e capirà quanto sia stressante.	stressante	Leben Sie mal mit den beiden zusammen, dann sehen Sie, wie belastend das ist!	belastend	Sembra un lavoro stressante.	stressante	Klingt nach einem stressigen Job.	stressigen
discarica	NOM	Dobbiamo portare la spazzatura alla discarica pubblica.	discarica	Wir müssen den Müll zur städtischen Müllkippe bringen	Müllkippe	N/A	N/A	N/A		N/A	N/A	N/A	
ritenere	VER	Molti cittadini britannici ritengono che essi non hanno bisogno bisogno dell'Unione europea.	ritengono	Viele Briten meinen, dass sie die Europäische Union nicht brauchen.	meinen	Non lo devi ritenere sbagliato a prescindere.	ritenere	Abgesehen davon solltest du es nicht für falsch halten.	halten	Mi ritengo una persona leale e corretta.	ritengo	Ich halte mich für einen aufrichtigen und korrekten Menschen.	halte
scavare	VER	La goccia scava la pietra.	scava	Steter Tropfen höhlt den Stein.	höhlt	Non passerà anni a scavare terra e a trovare terra, come me.	scavare	Er wird nicht jahrelang im Dreck wühlen und nur Dreck finden, wie ich.	wühlen	Continuo a scavare ma il buco non diventa più grande.	scavare	Ich grabe und grabe, und das Loch wird nicht größer.	grabe
continuo	ADJ	Era un dolore continuo, pensavo che sarebbe durato per sempre.	continuo	Es war ein anhaltender Schmerz, ich dachte, das bleibt für immer.	anhaltender	Il circo è potenza enorme e continuo movimento.	continuo	Ein Zirkus ist gigantische Kraft und unaufhörliche Bewegung.	unaufhörliche	È solo che tutto cambia di continuo.	continuo	Es ist bloß so, dass sich alles ständig verändert.	ständig
accogliere	VER	Lo hanno accolto a braccia aperte.	accolto	Sie haben ihn mit offenen Armen empfangen.	empfangen	Così avvertimmo lo zio di prepararsi ad accogliere una nuova nipote.	accogliere	So bereiteten wir Onkel George darauf vor, eine neue Nichte zu empfangen.	empfangen	Ci faccia sapere quando arriverà, in modo da poterla accogliere degnamente.	accogliere	Sagen Sie uns frühzeitig wann, um sie auf würdige Weise empfangen zu können.	empfangen
caloria	NOM	Come un atleta olimpico, contava ogni caloria.	caloria	Wie ein olympischer Athlet, zählte sie jede Kalorie.	Kalorie	N/A	N/A	N/A		N/A	N/A	N/A	
fattorino	NOM	Il fattorino prenderà il tuo bagaglio.	fattorino	Der Diener wird dein Gepäck abholen.	Diener	N/A	N/A	N/A		N/A	N/A	N/A	
pubblicare	VER	Questo libro è appena stato pubblicato.	pubblicato	Das Buch wurde gerade herausgegeben.	herausgegeben	Scrive, ma pubblica nulla.	pubblica	Er schreibt, aber er veröffentlicht nichts.	veröffentlicht	Il mio libro fu pubblicato due anni dopo.	pubblicato	Mein Buch wurde zwei Jahre später veröffentlicht.	veröffentlicht
denuncia	NOM	Dobbiamo mandare la denuncia per una persona scomparsa alla polizia.	denuncia	Wir müssen eine Vermißtenanzeige an die Polizei melden.	anzeige	La polizia gli ha chiesto di sporgere denuncia ma lui si rifiuta.	denuncia	Der Polizist rät ihm zur Anzeige, aber er weigert sich.	Anzeige	Non verrà fatta nessuna denuncia alla polizia.	denuncia	Es wird keine Polizeimeldung erstellt.	meldung
centinaio	NOM	Un centinaio di matite equivale a 100 matite.	centinaio	Ein Hundert an Bleistiften ist das selbe wie 100 Bleistifte.	Hundert	N/A	N/A	N/A		N/A	N/A	N/A	
durata	NOM	La durata dell'esercizio dipende dal tempo a disposizione.	durata	Die Dauer der Übung hängt davon ab, wie viel Zeit zur Verfügung steht.	Dauer	La durata del volo risulta come previsto 4 ore e 18 minuti.	durata	Die Flugdauer wird wie geplant 4 Stunden und 1 8 Minuten betragen.	dauer	E il mio matrimonio è stato una farsa di una durata di 33 anni.	durata	Meine Ehe war eine Farce von der Dauer von 33 Jahren.	Dauer
fastidioso	ADJ	Ma fa un rumore molto fastidioso.	fastidioso	Aber er macht ein lästiges Geräusch.	lästiges	Si è comportata in modo fastidioso!	fastidioso	Sie benahm sich sehr irrtierend.	irritierend	N/A	N/A	N/A	
vincitore	ADJ	La squadra vincitrice ricevette come premio una coppa d'argento.	vincitrice	Die siegreiche Mannschaft bekam einen silbernen Pokal als Preis.	siegreiche	Un premio per il giocatore vincitore, il mio rispetto per il perdente.	vincitore	Ein Geschenk für den siegreichen Spieler, dem Verlierer meine Anerkennung.	siegreichen	Ogni gioco ha una squadra vincitrice e una perdente.	vincitrice	In jedem Spiel gibt es ein siegreiches und ein Verliererteam.	siegreiches
ospitare	VER	Qui possiamo ospitare comodamente fino a 300 persone.	ospitare	Wir können hier leicht 300 Leuten aufnehmen.	aufnehmen	Forse dovreste farvi ospitare da parenti.	ospitare	Vielleicht solltest du bei Verwandten untergebracht werden.	untergebracht	Non possiamo ospitare altra gente.	ospitare	Wir können niemanden mehr aufnehmen.	aufnehmen
viale	NOM	Il viale è costeggiato di alberi.	viale	Die Straße ist umsäumt von Bäumen.	Straße	Questo sentiero ci porta di sicuro sul viale centrale.	viale	Dieser Pfad wird uns bestimmt zur Straße führen.	Straße	N/A	N/A	N/A	
olimpiade	NOM	Come un atleta che si prepara per le Olimpiadi, contava ogni caloria.	Olimpiadi	Wie eine Athletin, die sich auf Olympia vorbereitet, zählte sie jede Kalorie.	Olympia	N/A	N/A	N/A		N/A	N/A	N/A	
leggibile	ADJ	Cerca di scrivere in modo leggibile o lui non capirà nulla.	leggibile	Versuch mal, leserlich zu schreiben, sonst wird er nichts verstehen.	leserlich	N/A	N/A	N/A		N/A	N/A	N/A	
comunque	ADV	Anche se nessuno mi accompagna, andrò comunque a vedere questo film.	comunque	Auch wenn niemand mit mir mitkommt, gehe ich trotzdem in den Film.	trotzdem	Che ti piaccia o meno, devi farlo comunque.	comunque	Ob es dir passt oder nicht: Du musst es gleich tun.	gleich	Sarà una follia, comunque ho deciso: Io difendo.	comunque	Auch wenn es verrückt ist, habe ich trotzdem entschieden: ich werde ihn verteidigen!	trotzdem
cuoco	NOM	II cuoco era preoccupato di averlo lasciato troppo sul fuoco.	cuoco	Der Koch fürchtete, es habe zu lange auf dem Grill gelegen.	Koch	II capo ha chiesto il formaggio fuso. Lo dice lei al cuoco?	cuoco	Der Boss hat nach geschmolzenem Käse gefragt. Sagen Sie es dem Koch?	Koch	Il cuoco le preparerà da mangiare.	cuoco	Der Koch wird eine Mahlzeit zubereiten.	Koch
economico	ADJ	In Repubblica Ceca la birra è più economica dell'acqua.	economica	In Tschechien ist Bier billiger als Wasser.	billiger	La crisi attuale non è solo di natura economica.	economica	Die gegenwärtige Krise ist nicht nur ökonomischer Natur.	ökonomischer	Questa macchina era così economica che è riuscito a comprarla.	economica	Dieses Auto war so günstig, dass er es sich kaufen konnte.	günstig
formale	ADJ	È un biglietto formale di ringraziamento e tante scuse.	formale	Ein formelles Dankeschön und eine große Entschuldigung.	formelles	La festa è stata una mia idea, ma è George che vuole una cena formale.	formale	Die Party war meine Idee, aber sie formal zu gestalten war Georges Idee.	formal	Avremo, allora, un dialogo formale.	formale	Wir werden eine formelle Unterhaltung führen.	formelle
esponente	NOM	Le piacerebbe incontrare qualche esponente del governo?	esponente	Möchten Sie gerne Vertreter der Regierung treffen?	Vertreter	N/A	N/A	N/A		N/A	N/A	N/A	
dignitoso	ADJ	Lei era vestita in modo semplice e dignitoso.	dignitoso	Sie war schlicht und würdevoll gekleidet.	würdevoll	Non pensi che svuotare la toilette chimica sia poco dignitoso per un collezionista di gioielli?	dignitoso	Glaubst du nicht, eine Toilette zu leeren ist für einen Juwelensammler wenig würdevoll?	würdevoll	Non mi viene in mente niente di più dignitoso e tranquillo che sedere davanti al fuoco mentre qualcuno mi legge un bel libro.	dignitoso	Ich kann mir nichts Würdevolleres denken, als vor dem Kaminfeuer zu sitzen und mir von jemandem ein Buch vorlesen zu lassen.	Würdevolleres
funzionare	VER	Secondo voi perché non ha funzionato l'esperimento?	funzionato	Warum hat eurer Meinung nach das Experiment nicht funktioniert?	funktioniert	Ho sempre detto che il tuo cellulare non ha mai funzionato bene.	funzionato	Ich habe immer gesagt, dass dein Handy nie gut funktioniert hat.	funktioniert	Ho capito perché la macchina non funzionava.	funzionava	Ich habe begriffen, warum das Auto nicht funktionierte.	funktionierte
eccellente	ADJ	Loro parlano un eccellente inglese.	eccellente	Sie sprechen ein exzellentes Englisch.	exzellentes	Molto bene, eccellente, superbo.	eccellente	Sehr gut, exzellent, brillant.	exzellent	Si è comportato in maniera eccellente.	eccellente	Er hat sich fabelhaft verhalten.	fabelhaft
cenetta	NOM	Vado a fare la spesa e poi ti preparero una bella cenetta.	cenetta	Ich gehe einkaufen, und dann koche ich dir Abendessen.	Abendessen	Devi chiedergli di venire da noi per una buona cenetta.	cenetta	Du musst ihn mal bitten, zu uns zu einem guten Abendessen zu kommen.	Abendessen	Ho organizzato una cenetta per due, nella mia villa.	cenetta	Ich habe ein  Abendessen für uns beide arrangiert, in meiner Villa.	Abendessen
soddisfatto	ADJ	Sono certo che rimarrà soddisfatto del servizio.	soddisfatto	Ich bin sicher, Sie werden mit dem Service zufrieden sein.	zufrieden	Se qualcuno non è soddisfatto del vicino, può cambiare posto.	soddisfatto	Ist jemand nicht mit seinem Sitznachbarn zufrieden, kann er auch den Sitzplatz wechseln.	zufrieden	Forse non gli è mai bastato per sentirsi soddisfatto. Voleva di più.	soddisfatto	Vielleicht war es nie genug, dass er sich zufrieden fühlte. Er wollte mehr.	zufrieden
adatto	ADJ	Questa scuola non è più adatta a lui.	adatta	Diese Schule ist nicht mehr für ihn geeignet.	geeignet	Questo non è il momento adatto per per fare gli spiritosi al telefono.	adatto	Jetzt ist nicht der richtige Zeitpunkt, um am Telefon rumzuspinnen!	richtige	Appena trovo il luogo adatto, aprirò un ufficio.	adatto	Sobald ich den richtigen Ort gefunden habe, eröffne ich ein Büro.	richtigen
capotreno	NOM	Viaggiando giornalmente sullo stesso tratto di linea ferroviaria, conosco bene il capotreno.	capotreno	Da ich jeden Tag auf der gleichen Bahnstrecke unterwegs bin, kenne ich den Zugbegleiter gut.	Zugbegleiter	N/A	N/A	N/A		N/A	N/A	N/A	
affidare	VER	Hai affidato la pecora al lupo.	affidato	Du hast das Schaf dem Wolf anvertraut.	anvertraut	Noi possiamo affidarci al suo giudizio.	affidarci	Wir können uns auf sein Urteil verlassen.	verlassen	Oltre a te non esiste nessun altro a cui possa affidare questo compito.	affidare	Außer dir gibt es niemanden, dem ich diese Dienstreise anvertrauen kann.	anvertrauen
allarmante	ADJ	Ma in questi ultimi due anni, è peggiorato in modo allarmante.	allarmante	In den letzten zwei Jahren, hat es sich auf alarmierende Weise verschlechtert.	alarmierende	N/A	N/A	N/A		N/A	N/A	N/A	
certamente	ADV	Nessuno sa quando è successo, ma certamente era molto tempo fa.	certamente	Man weiß nicht, wann das geschah, aber es ist sicherlich lange her.	sicherlich	Questo è un paradosso. Ma gli scienziati hanno certamente una spiegazione.	certamente	Dies ist ein Paradox. Aber die Wissenschaftler haben sicherlich eine Erklärung dafür.	sicherlich	Lui sa certamente dove abita. Conosce tutti, qua.	certamente	Er weiß bestimmt, wo er wohnt. Er kennt alle hier.	bestimmt
serra	NOM	Secondo Mr. Porringer, raramente le piante di serra sono fertili.	serra	Pflanzen aus dem Treibhaus sind laut Mr. Porringer selten fruchtbar.	Treibhaus	In una serra posso far crescere le rose.	serra	In einem Gewächshaus kann ich auch Rosen wachsen lassen.	Gewächshaus	N/A	N/A	N/A	
regola	NOM	La caratteristica più importante di tutti i giochi è che tutti hanno regole.	regole	Das wichtigste Kennzeichen aller Spiele ist, dass sie alle Regeln haben.	Regeln	Abbiamo giocato secondo le nuove regole.	regole	Wir haben nach den neuen Regeln gespielt.	Regeln	A volte infrango le regole.	regole	Manchmal breche ich die Regeln.	Regeln
brillante	ADJ	Una brillante stella del teatro inglese, Mrs. Kendal.	brillante	Einer der großen Stars des englischen Theaters, Mrs. Kendal.	großen	La mia macchina è arancione brillante.	brillante	Mein Auto leuchtend orange.	leuchtend	Giallo brillante, come un girasole.	brillante	Leuchtendes gelb wie eine Sonnenblume.	Leuchtendes
fungo	NOM	Perchè se è velenoso e lo raccogli e mangi. sarà il tuo ultimo fungo.	fungo	Denn wenn er schlecht ist, und ihr esst ihn, war das dein letzter Pilz. 	Pilz	Se non sei sicuro di un fungo non lo raccogliere.	fungo	Wenn du nicht sicher bist, ob ein Pilz gut ist, dann lass ihn stehen.	Pilz	Nella foresta, c'erano un sacco di funghi cresciuti immediatamente dopo una calda pioggia estiva.	funghi	Im Wald gab es viele Pilze, die unmittelbar nach einem warmen Sommerregen gewachsen waren.	Pilze
dapprima	ADV	Dapprima, desidero comunicare una mia decisione.	Dapprima	Zunächst möchte ich eine wichtige Entscheidung mitteilen.	Zunächst	Rocky comincia ad affascinare un pubblico dapprima ostile.	dapprima	Rockys beginnt ein Publikum zu begeistern, das zunächst ablehnend gestimmt war.	zunächst	Ma dapprima nessuno se ne rese conto.	dapprima	Aber das wusste zuerst noch niemand.	zuerst
rifiuto	NOM	La città continua ad affogare nei rifiuti.	rifiuti	Die Stadt erstickt weiterhin im Müll.	Müll	N/A	N/A	N/A		N/A	N/A	N/A	
commissionare	VER	Il mio fidanzato è un pittore e gli ho commissionato di dipingere un mio ritratto.	commissionato	Mein Freund ist Maler und ich habe ihn beauftragt, ein Porträt von mir zu malen.	beauftragt	N/A	N/A	N/A		N/A	N/A	N/A	
riguardare	VER	Non intervenite in questioni che non vi riguardano!	riguardano	Misch dich nicht in Dinge ein, die dich nichts angehen!	angehen	Ha detto che làggiù c'è una setta, riguarda la fine del mondo.	riguarda	Er sagt, dort gebe es eine Kult, der den Untergang der Welt betrifft.	betrifft	Capitano, con tutto il rispetto questo non la riguarda.	riguarda	Captain, bei allem Respekt, das betrifft Sie nicht.	betrifft
accorgere	VER	Nessuno dei candidati si è accorto dell'errore?	accorto	Keiner der Kandidaten hat den Fehler bemerkt?	bemerkt	Mi sono accorto che non eri a casa la scorsa notte.	accorto	Ich habe bemerkt, dass du gestern Abend nicht zu Hause warst.	bemerkt	Forse un giorno ti accorgerai che ti manco.	accorgerai	Vielleicht wirst du eines Tages merken, dass du mich vermisst.	merken
aggiungere	VER	Bene, ho letto il vostro rapporto. Volete aggiungere qualcosa?	aggiungere	Also gut. Ich habe Ihren Bericht gelesen. Wollen Sie etwas hinzufügen?	hinzufügen	Forse dovremmo aggiungere questa farfalla alla nostra collezione.	aggiungere	Vielleicht sollten wir diesen Schmetterling zu unserer Sammlung hinzufügen.	hinzufügen	E poi potrà aggiungere il mio nome alla lista.	aggiungere	Und dann können Sie meinen Namen auf der Liste hinzufügen.	hinzufügen
disperatamente	ADV	È disperatamente innamorato di quella donna, tocca a noi aiutarlo.	disperatamente	Er ist hoffnungslos in diese Frau verliebt, wir müssen ihm helfen.	hoffnungslos	Ho cercato disperatamente di contattarti.	disperatamente	Ich hab verzweifelt versucht, dich zu erreichen.	verzweifelt	Ho disperatamente bisogno di aiuto.	disperatamente	Ich brauche verzweifelt Hilfe.	verzweifelt
preparato	ADJ	Che sorpresa! Non ero preparato.	preparato	Was für eine Überraschung! Ich war einfach nicht darauf vorbereitet.	vorbereitet	Ho un equipaggio ben preparato e ben armato.	preparato	Ich habe eine gut vorbereitete und bewaffnete Besatzung.	vorbereitete	Lo studente è ben preparato per l'esame.	preparato	Der Schüler ist gut auf die Prüfung vorbereitet.	vorbereitet
emozionato	ADJ	Alla nascita di mia figlia mi sono emozionato come mai nella vita.	emozionato	Als meine Tochter geboren wurde, war ich so aufgeregt wie nie zuvor in meinem Leben.	aufgeregt	N/A	N/A	N/A		N/A	N/A	N/A	
eterno	ADJ	L'amore eterno non esiste.	eterno	Die ewige Liebe gibt es nicht.	ewige	Nulla è eterno e immutabile.	eterno	Nichts ist ewig und unveränderlich.	ewig	Jabo e gli altri non aspetteranno in eterno.	eterno	Jabo und die Typen werden nicht ewig warten.	ewig
allerta	NOM	Bandierina rossa, in allerta.	allerta	Roter Wimpel, in Alarmbereitschaft.	Alarmbereitschaft	Le nostre forze sono in stato di massima allerta.	allerta	Ich habe unsere Truppen in Alarmbereitschaft versetzt.	Alarmbereitschaft	Le truppe sono in stato di allerta giorno e notte.	allerta	Die Truppen sind Tag und Nacht in Alarmbereitschaft.	Alarmbereitschaft
salmone	NOM	Il pescivendolo mi aveva promesso il salmone fresco.	salmone	Der Fischhändler hatte mir frischen Lachs versprochen.	Lachs	N/A	N/A	N/A		N/A	N/A	N/A	
ricostruire	VER	Sono venuto a chiederti perdono e spero di ricostruire la nostra relazione.	ricostruire	Ich bitte dich um Vergebung und hoffe, dass wir unsere Beziehung wiederaufbauen können.	wiederaufbauen	Ci serve ancora un giorno per ricostruire il muro.	ricostruire	Wir brauchen noch einen Tag, um die Mauer wiederaufzubauen.	wiederaufzubauen	Dopo la guerra hanno ricostruito loro paese.	ricostruito	Nach dem Krieg haben Sie lhr Land wiederaufgebaut.	wiederaufgebaut
