LEMMA	POS	SENT_ID	N/A	N/A		SENT_ID	N/A	N/A		SENT_ID	N/A	N/A		POLYSEMY	ENOUGH_CONTEXT_SENTENCES?
nido	NOM	9287260	Sembra che abbiamo due strani uccellini nel nostro nido, caro. Già.	Ein paar merkwürdige Küken haben wir da großgezogen.		9496544	Un corvo prepara il nido nascosto sopra un albero.	Füchse haben ihre Löcher.		9268353	Ci sono altri due pulcini nel nido.	Sie haben also zwei mehr zu versorgen.			X
lettura	NOM	3307383	Ho saltato una riga durante la lettura.	Ich habe beim Lesen eine Zeile übersprungen.		1566477	Vi consiglio questa lettura	Ich empfehle Ihnen diese Lektüre.		10069510	Lo scriva pure, Sarà una lettura estremamente interessante,	Das sollten Sie notieren. Das bringt Spannung in ihr Epos.			X
portafoglio	NOM	9591505	Sam, aveva niente addosso, tipo un portafoglio o dei documenti?	Sam, hatte er eine Brieftasche oder irgendwelche Papiere bei sich?		10290908	La patente era nel portafoglio. Non ho nessuna carta di credito.	Der Führerschein war im Geldbeutel, Kreditkarten hab ich nicht.		9132124	Non aveva denaro in tasca né nel portafoglio.	Wir fanden kein Geld bei ihm oder in seiner Börse.			X
trasferire	VER	2510391	Al momento abito con mio zio, ma tra un po' mi trasferisco in un piccolo appartamento.	Ich wohne jetzt erstmal bei meinem Onkel, aber später ziehe ich in eine kleine Wohnung.		7124347	Non scrivermi al vecchio indirizzo, mi sono trasferito.	Nicht an meine alte Adresse schreiben! Ich bin umgezogen.		630482	La sua decisione di trasferirsi a Chicago ci ha stupito.	Ihr Entschluss, nach Chicago zu ziehen, überraschte uns.			X
apprezzato	ADJ	9301354	Non è mai stato apprezzato e il suo nome non è mai apparso sui giornali.	Er hat nie Anerkennung erlebt, sein Name stand nie in einer Zeitung.			N/A	N/A			N/A	N/A			
canale	NOM		N/A	N/A			N/A	N/A			N/A	N/A		canale del fiume	
modalità	NOM		N/A	N/A			N/A	N/A			N/A	N/A			
parecchio	ADV	3420373	Lui ha bevuto parecchio ieri.	Er hat gestern eine Menge getrunken.		4684	C'è parecchio da fare, desiderate aiuto?	Es gibt viel zu tun, willst du Hilfe?		9429487	Cercarono parecchio lungo la costa prima di trovare la casa che sognavano:	Sie mussten lange suchen, bis sie ihr Traumhaus fanden.			X
apprendistato	NOM		N/A	N/A			N/A	N/A			N/A	N/A			
vespa	NOM	9379836	Sto mettendo a punto un nuovo metodo per estrarre la pappa reale dalla vespa regina.	Eine neue Methode, Gelee Royale aus Wespenköniginnen zu gewinnen!		9379920	Socialmente, la vespa regina è allo stesso livello della vedova nera.	Deren Königin ist wie die Schwarze Witwe:			N/A	N/A			
condividere	VER	1342569	Se condividi una gioia, si moltiplica.	Wenn du Freude teilst, vervielfacht sie sich.		3655157	Io ho alcune buone notizie da condividere.	Ich habe einige gute Nachrichten mitzuteilen.		9527871	Abbastanza da condividere con loro un segreto?	Genug, um ein Geheimnis zu teilen?			X
costituzione	NOM		N/A	N/A			N/A	N/A			N/A	N/A		costituzione fisica	
breve	ADJ	1444371	La vita di Mozart fu molto breve.	Mozarts Leben war sehr kurz.		3531180	Un haiku è una poesia molto breve.	Ein Haiku ist ein sehr kurzes Gedicht.		10350171	Buona sera signore e signori! Dopo una breve pausa eccoci di nuovo pronti a riprendere le gare!	Hier sind wir wieder bei der Weltmeisterschaft im Armdrücken!			X
costruire	VER	4414374	Gli uomini costruiscono troppi muri intorno a se stessi.	Die Menschen bauen zu viele Mauern um sich herum.		3030501	La casa è stata costruita agli inizi del secolo.	Das Haus wurde Anfang des Jahrhunderts gebaut.		2452568	Non si può costruire una casa iniziando dal tetto.	Man kann beim Hausbau nicht mit dem Dach beginnen.			X
servizio	NOM	2991018	Perché non chiamate il servizio clienti?	Warum fragt ihr nicht den Kundendienst?		9576415	Quanto a voi, in cambio del servizio che mi avete reso, vi rendo la libertà.	Und nun zu euch! Für den Dienst, den ihr mir erwiesen habt, schenke ich euch die Freiheit.		9385105	No, signore, mi dispiace, deve chiamare il servizio in camera.	Nein, da müssen Sie den Zimmerservice rufen.			X
inutilmente	ADV	10075214	E tentò di convincere pure lui, ma inutilmente.	Sie versuchte, ihn dafür zu überzeugen, aber er wollte nicht.		9111671	Abbiamo sprecato tempo ad aspettare inutilmente.	Wir haben unsere Zeit mit Warten verschwendet.		9440070	Ed eviti di agitarsi inutilmente.	Sie sollten nicht alles selber machen.			X
aperto	ADJ	1635004	Io perdo molto tempo a sognare a occhi aperti.	Ich vergeude eine Menge Zeit damit, mit offenen Augen zu träumen.		2419129	Si dice che gli italiani siano un popolo allegro e aperto.	Man sagt, die Italiener seien ein fröhliches und aufgeschlossenes Volk.		3174310	Devi stupirla e lasciarla a bocca aperta!	Du musst sie erstaunen und mit offenem Mund zurücklassen!			X
speciale	ADJ	5022229	La biblioteca della città ha una sezione speciale per non vedenti.	Die Stadtbibliothek hat eine besondere Abteilung für Blinde.		3350454	Noi abbiamo una sorpresa speciale per voi ragazzi!	Wir haben eine besondere Überraschung für euch Jungs!		1936770	Lei vuole qualcosa di molto speciale per il suo compleanno.	Sie wünscht sich zu ihrem Geburtstag etwas ganz Besonderes.			X
instabile	ADJ	9799334	È ancora emotivamente instabile.	Er ist emotional noch zu labil.		10260264	Il mercato è molto instabile.	Der Markt ist aber instabil.		10217251	La psiche di un giovane è molto instabile.	Die Psyche des Jünglings ist sehr instabil.			X
interno	NOM	4919695	All'interno del cassetto ho trovato biglietti, fotografie e un fascio di lettere legate da un nastro rosso.	Im Inneren der Schublade habe ich Kärtchen, Fotos und ein mit einem roten Band zusammengebundenes Bündel Briefe gefunden.		1212450	L'esterno di questa scatola è verde, ma l'interno è rosso.	Die Außenseite dieser Kiste ist grün, aber das Innere ist rot.		1449280	Per pulire sia l'interno che l'esterno usate una spugnetta con acqua tiepida e bicarbonato di sodio.	Um sich innerlich und äußerlich zu reinigen, verwende eine Schwämmchen mit warmem Wasser und Natriumbikarbonat.			X
etico	ADJ	9113288	Lei trova etico giudicare un uomo senza aver visto tutte le prove?	Sie verurteilen also jemanden ohne Beweismaterial?			N/A	N/A			N/A	N/A			
sistema	NOM	6606471	Tom legge un articolo sul sistema solare.	Tom liest einen Artikel über das Sonnensystem.		3279900	Il sistema finanziario dello Stato deve essere stabile.	Das staatliche Finanzsystem muss stabil sein.		3711321	Giove è il pianeta più grande del sistema solare.	Jupiter ist der größte Planet des Sonnensystems.			X
occasione	NOM	3883324	Sfortunatamente, Mary non poteva sapere che Tom aveva già deciso tutto e aspettava solo l'occasione per farglielo sapere.	Leider konnte Maria nicht wissen, dass Tom bereits alles entschieden hatte und nur noch auf eine günstige Gelegenheit wartete, um sie darüber in Kenntnis zu setzen.		957621	Non possiamo perdere questa occasione, è troppo importante!	Wir dürfen diese Gelegenheit nicht verpassen, das ist zu wichtig!		1309622	Non conservare niente per un'occasione speciale, ogni giorno che vivi è un'occasione speciale.	Hebe dir nichts für einen besonderen Anlass auf; jeder Tag, den du erlebst, ist ein besonderer Anlass.			X
milanese	ADJ		N/A	N/A			N/A	N/A			N/A	N/A			
ferito	ADJ	1085944	Il numero di vittime di quell'incidente fu di 5 morti e 100 feriti.	Die Zahl der Opfer bei diesem Unfall betrug 5 Tote und 100 Verletzte.		9530197	Se ci fermiamo a soccorre un uomo gravemente ferito ne diventiamo legalmente responsabili.	Wenn wir nämlich anhalten, um einen Schwerverletzten zu behandeln, sind wir juristisch verantwortlich.		9171199	Un uomo è ferito. Aiutatelo, è ferito. Coraggio, Quayne.	Helft ihm, Quayne ist verwundet.			X
formato	NOM		N/A	N/A			N/A	N/A			N/A	N/A			
costruzione	NOM	3410107	Vorrei sapere di più sulla tecnologia che è stata utilizzata nella costruzione delle piramidi egizie.	Ich möchte mehr über die beim Bau der ägyptischen Pyramiden verwendete Technologie erfahren.		3409487	La costruzione dell'ospedale sta per essere completata.	Der Bau des Krankenhauses wird bald abgeschlossen sein.		9545892	E tutti quei palazzi in costruzione là intorno?	Was ist mit den vielen neuen Gebäuden überall?			X
regista	NOM		N/A	N/A			N/A	N/A			N/A	N/A			
frazione	NOM		N/A	N/A			N/A	N/A			N/A	N/A			
professionalità	NOM		N/A	N/A			N/A	N/A			N/A	N/A			
esprimere	VER	2797466	Cerca per favore di esprimere la stessa cosa in parole povere, così che i nostri colleghi esteri possano meglio comprenderla.	Versuche bitte, das Gleiche mit einfacheren Worten auszudrücken, damit unsere ausländischen Kollegen es besser verstehen können.		1525535	È impossibile da esprimere a parole.	Es ist unmöglich, das mit Worten auszudrücken.		377556	Ogni studente ha espresso la sua opinione.	Jeder Schüler äußerte seine Meinung.			X
mossa	NOM		N/A	N/A			N/A	N/A			N/A	N/A			
ozono	NOM		N/A	N/A			N/A	N/A			N/A	N/A			
annuncio	NOM	9317771	Ragazzi, ho una cosa da dirvi. Ho un breve annuncio che vi farà morire dal ridere.	Leute, ich muss euch etwas sagen, das euch zum Lachen bringen wird.		9494882	Vorrei mettere un annuncio sul vostro giornale.	Ich möchte eine Annonce aufgeben.		10181892	Quei tipi non trovano lavoro. Mettono un annuncio come insegnanti.	Solche Typen finden keine Arbeit und setzen eine Anzeige ins Fachblatt und nennen sich Lehrer.			X
centrale	ADJ	878861	È tornato dal suo viaggio in Asia centrale.	Er ist von seiner Reise nach Zentralasien zurückgekehrt.		1765036	Le decisioni della Banca Centrale Europea spesso non sono facilmente comprensibili per i cittadini.	Die Entscheidungen der Europäischen Zentralbank sind für den Bürger oft nicht leicht nachvollziehbar.		9141719	Vieni, partiamo dalla stazione centrale.	Komm. Wir fahren von Grand Central Station aus.			X
disturbare	VER	418987	Ti disturbo se accendo la radio?	Stört es dich, wenn ich das Radio anschalte?		10492061	Vostra madre non voleva disturbare nessuno oggi.	Eure Mutter wollte heute niemanden stören.		9187475	Mi dispiace disturbare di nuovo, ma devo parlare con il signor Gillis.	Entschuldigen Sie, aber ich muss Mr Gillis sprechen.			X
pianeta	NOM	1208114	Di tutta la radiazione che emette un corpo celeste, solo una parte riesce ad attraversare l'atmosfera che circonda il nostro pianeta.	Von der Gesamtstrahlung, die ein Himmelskörper hervorbringt, gelingt es nur einem Teil, die Atmosphäre zu durchdringen, die unseren Planeten umgibt.		1616478	I pianeti si muovono attorno a una stella fissa.	Planeten bewegen sich um einen Fixstern.		3711321	Giove è il pianeta più grande del sistema solare.	Jupiter ist der größte Planet des Sonnensystems.			X
orecchino	NOM	10478352	Si è commossa tanto da donarmi un gioiello, un orecchino.	Sie war so bewegt, dass sie mir einen Ohrring schenkte.		9374166	Ho un orecchino solo? Mi sono dimenticata il rossetto?	Habe ich nur einen Ohrring oder vergessen, die Lippen zu schminken?		10494338	II mio stramaledetta orecchino di perle.	Diesen verdammten Perlenohrring.			X
velocemente	ADV	2232913	Ho corso il più velocemente possibile, ma non sono riuscito a prendere l'ultimo treno.	Ich bin so schnell wie möglich gerannt, aber ich habe es nicht auf den letzten Zug geschafft.		2782288	Non importa quanto tu corra velocemente, non sarai mai in orario.	Egal, wie schnell du läufst, du wirst nie rechtzeitig da sein.		880158	Corri più velocemente, altrimenti perderai il treno.	Lauf schneller, sonst verpasst du den Zug.			X
rilassare	VER		N/A	N/A			N/A	N/A			N/A	N/A			
trucco	NOM	4380077	Ho imparato un nuovo trucco.	Ich habe einen neuen Trick gelernt.		10113165	Ora mi vado a lavare poi mi rifaccio il trucco e mi sistemo i capelli.	Wir wollen vernünftig sein, mein Herr. Ich muss mich ein bisschen zurechtmachen.		9319893	Siete più graziosa così, priva di trucco e con questa gonna senza fronzoli.	Du bist ohne Schminke viel schöner. Dieses Kleid steht dir besser. Ja?			X
autorevolezza	NOM		N/A	N/A			N/A	N/A			N/A	N/A			
oblio	NOM		N/A	N/A			N/A	N/A			N/A	N/A			
garanzia	NOM	10090835	Allora lasciaci metà della roba come garanzia.	Ich mache meine Geschäfte eben so. Entweder ihr akzeptiert oder eben nicht, eure Entscheidung.			N/A	N/A			N/A	N/A			
disperazione	NOM	9290112	Tutta la disperazione, il dolore e le lacrime che ho portato.	Verzweiflung, Schmerz und Tränen habe ich den Menschen gebracht.		10040670	Non ho mai visto tanta povertà e disperazione.	Ich sah noch nie so viel Armut.		9877938	Guarda, la disperazione tormenta Pamina.	Doch seht, Verzweiflung quält Paminen!			X
civico	ADJ		N/A	N/A			N/A	N/A			N/A	N/A			
specie	NOM	10056666	Quindi le specie che, per caso, si adattano meno al loro ambiente non sopravvivono o sono meno prolifiche.	Die schlechter angepassten Varianten überleben nicht, oder haben weniger Nachkommen.		10059570	Molte più specie di quante non ne esistano oggi si sono estinte.	Es sind mehr Arten ausgestorben als heute existieren.		10060527	Queste sono alcune delle specie che abitano il mondo acquatico chiamato Terra.	Solche sind nur einige der Arten die diese, Erde genannte, Wasserwelt bevölkern.			X
ripercuotere	VER		N/A	N/A			N/A	N/A			N/A	N/A			
ricoprire	VER	4423534	I corpi dei rettili sono ricoperti di squame.	Die Körper der Reptilien sind mit Schuppen bedeckt.		2072386	Il muro era ricoperto di graffiti.	Die Mauer war mit Graffiti bedeckt.		654356	Il tavolo era ricoperto di carta.	Der Tisch war mit Papier bedeckt.			X
esercitare	VER	9077034	Come fai ad esercitarti tutto il giorno e apparire sempre contenta?	Wie kannst du immer so zufrieden aussehen?			N/A	N/A			N/A	N/A			
componente	NOM		N/A	N/A			N/A	N/A			N/A	N/A			
quotidiano	ADJ	903213	Possiamo immaginare difficilmente la nostra vita quotidiana senza la televisione.	Wir können uns das tägliche Leben nur schwer ohne Fernseher vorstellen.		3102126	L'esercizio quotidiano è essenziale per la propria salute.	Tägliche sportliche Betätigung ist für die Gesundheit unabdingbar.		9229300	Dacci oggi il nostro pane quotidiano, e rimetti a noi i nostri debiti, come noi li rimettiamo ai nostri debitori.	Unser tägliches Brot gib uns heute. Vergib uns unsere Schuld, wie auch wir vergeben unseren Schuldigern.			X
stringere	VER	10025145	Vuole qualche foto, stringere qualche mano, abbracciare qualche detenuto.	Kann ein paar Bilder machen, Hände schütteln, einen Häftling umarmen.			N/A	N/A			N/A	N/A			
invasione	NOM		N/A	N/A			N/A	N/A			N/A	N/A			
biologico	ADJ	4193164	Questo negozio di alimentari vende solamente alimenti biologici.	In diesem Lebensmittelladen gibt es nur Biokost.		1916324	Biologico non significa per forza “sano“.	Bio bedeutet nicht unbedingt gesund.		10467745	La nascita è un processo biologico.	Eine Geburt ist biologisch.			X
formazione	NOM	9307176	Mi dica, che tipo di formazione professionale ha alle spalle?	Sagen Sie mir, Miss Watson, was für eine Ausbildung haben Sie?			N/A	N/A			N/A	N/A			
lamentare	VER	2272165	Il cibo era pessimo, tuttavia non me ne sono lamentato.	Das Essen war schrecklich, trotzdem habe ich mich nicht darüber beschwert.		2784627	Io mi sono lamentato con il cameriere per il cibo freddo.	Ich habe mich beim Kellner über das kalte Essen beschwert.		2784829	Lui si lamenta spesso di mal di testa. Dovrebbe andare una volta dal medico.	Er klagt oft über Kopfschmerzen. Er sollte mal zum Arzt gehen.			X
semplificare	VER		N/A	N/A			N/A	N/A			N/A	N/A			
smarrire	VER	4579898	Ho ritrovato il libro che avevo smarrito ieri.	Ich habe das Buch, das ich gestern verloren hatte, wiedergefunden.		5962427	Il ragazzo si smarrì nella foresta.	Der Junge verlor sich im Wald.			N/A	N/A			
avventuroso	ADJ	9257273	E un tipo avventuroso. Vuole andare lontano, vedere il mondo.	Er ist ein Abenteurer, er will weit weg und die Welt entdecken.			N/A	N/A			N/A	N/A			
valere	VER	2510168	A volte un gesto carino vale più di tante parole.	Manchmal ist eine freundschaftliche Geste mehr wert als tausend Worte.		395759	Roma è una città che vale la pena visitare.	Rom ist eine Stadt, die einen Besuch wert ist.		4698	Lascia perdere. Non ne vale la pena.	Vergiss es. Es ist die Mühe nicht wert.			X
asino	NOM		N/A	N/A			N/A	N/A			N/A	N/A			
bevanda	NOM	10265421	Non han bisogno di cibo e bevanda.	Sie scheinen tot! Sie haben Speis und Trank nicht hat.		9781712	Il signore desidera una bevanda fresca?	Wollen Sie einen Drink?		3807090	L'ingresso include una bevanda.	Im Eintritt ist ein Getränk inbegriffen.			X
durare	VER	5572747	Presto cominceranno le vacanze invernali, durano due settimane.	Bald fangen die Winterferien an. Sie dauern zwei Wochen.		1803977	La cerimonia durerà al massimo trenta minuti.	Die Zeremonie wird höchsten dreißig Minuten dauern.		4665	Il film è durato 2 ore.	Der Film dauerte 2 Stunden.			X
commento	NOM	4904194	Il tuo è un commento ironico, vero?	Dein Kommentar ist ironisch gemeint, stimmts?		9513233	Mi chiedevo se volesse fare un commento su quel discorso?	Ich frage mich, ob Sie die Durchsage kommentieren wollen.		9131858	Ho sentito questo signore fare un commento negativo su Vichy.	Ich hörte, dass sich dieser Herr abfällig über Vichy äußerte.			X
congresso	NOM	9563573	Questo dovrebbe essere un serio congresso di fisici.	Das hier ist ein ernsthafter Physikerkongress.			N/A	N/A			N/A	N/A			
autista	NOM	5665637	Un anno fa, Tom non sapeva guidare la macchina, e ora lui è un autista esperto.	Vor einem Jahr konnte Tom nicht Auto fahren, jetzt aber ist er ein erfahrener Fahrer.		2584485	Mio padre è un autista di autobus.	Mein Vater ist Busfahrer.		10478113	Ha una Maserati argento con un autista a disposizione 24 ore su 24.	Er hat einen Maserati mit Fahrer rund um die Uhr.			X
magico	ADJ	9682061	Voleremo a Parigi su un tappeto magico, fianco a fianco.	Wir werden auf einem Zauberteppich nach Paris fliegen. Seite an Seite.		9576286	Venite tutti a bere il filtro magico!	Also los! Alle Mann Zaubertrank fassen!		9310333	Ci attende un momento magico.	Ein magischer Moment wartet auf uns.			X
astronomia	NOM	382269	L'astronomia si occupa delle stelle e dei pianeti.	Astronomie handelt von Sternen und Planeten.			N/A	N/A			N/A	N/A			
danneggiare	VER	2449136	Uno dei proiettili ha danneggiato la sua spina dorsale.	Eine der Kugeln hat seine Wirbelsäule beschädigt.		9750977	Un robot non deve eseguire un ordine che possa danneggiare un umano.	Der Roboter darf nichts tun, das Menschen Schaden zufügt.		9616143	Ho paura che una così severa punizione possa danneggiare la pace.	Ich befürchte, dass solch harsche Bestrafungen den Frieden bedrohen.			X
conoscenza	NOM	1766542	Non commento il dato dell'aumento dell'evasione in quanto non sono a conoscenza dei dati.	Ich kommentiere die Zahlen zur Zunahme der Steuerhinterziehungen nicht, da ich keine Kenntnis von diesen Zahlen habe.		2439819	La conoscenza delle lingue straniere stimola l'attività del cervello.	Fremdsprachenkenntnisse stimulieren die Gehirntätigkeit.		2430335	Ha dimostrato di avere una conoscenza profonda del tema.	Er hat seine profunde Kenntnis des Themas unter Beweis gestellt.			X
vedova	NOM	2420287	Il marito della vedova è morto cinque anni fa.	Der Ehemann der Witwe starb vor fünf Jahren.		9216674	Hai sbagliato a interrogare la vedova sulla vita amorosa del marito.	Sie durften die Witwe eines Cops nicht nach den Amouren ihres Mannes fragen.		1341673	La vedova sta arrivando nel mio ufficio piangendo.	Die Witwe kommt weinend in mein Büro.			X
ricercare	VER	9804016	Così passai molto tempo a ricercare il materiale giusto per il film.	Also verbrachte ich viel Zeit mit Recherche und damit, die richtigen Dinge zu finden.			N/A	N/A			N/A	N/A			
movimento	NOM	10103077	Stiamo mettendo sensori per rilevare ogni tipo di movimento.	Wir bauen die Ausrüstung auf, um jegliche Bewegung zu verzeichnen.		9709959	Ogni nostro movimento è monitorato continuamente.	Unsere Bewegungen werden ständig beobachtet.		10031806	Sempre in movimento è il futuro.	In ständiger Bewegung ist die Zukunft.			X
tubatura	NOM		N/A	N/A			N/A	N/A			N/A	N/A			
fagiolo	NOM	9929999	Sulla giostra del fagiolo magico?	Zum Karussell Jack und die Bohnenstange?			N/A	N/A			N/A	N/A			
aeronautico	ADJ		N/A	N/A			N/A	N/A			N/A	N/A			
ingenuamente	ADV		N/A	N/A			N/A	N/A			N/A	N/A			
prestigio	NOM	10376229	Sono in gioco il nostro onore e prestigio.	Unsere Ehre und unser Ruf stehen auf dem Spiel.		9131473	Ho tutte le armi: soldi, conoscenze, prestigio . e la mia rubrica.	Ich habe Geld, Verbindungen, Prestige und meine Kolumne.		10330828	Possiamo così beneficiare ugualmente del prestigio di una celebrità americana.	Wir können weiterhin vom Prestige einer amerikanischen Persönlichkeit profitieren.			X
sufficiente	ADJ	2209458	Non è sufficiente sapere qualcosa, bisogna anche metterlo in pratica; non è sufficiente volere qualcosa, bisogna anche farlo.	Es ist nicht genug, etwas zu wissen, man muss es auch anwenden; es ist nicht genug, etwas zu wollen, man muss es auch tun.		2205811	Aveva a stento soldi sufficienti per comprarsi il pane e il latte.	Er hatte kaum genug Geld, um Brot und Milch zu kaufen.		806704	Non è sufficiente conoscere solo una lingua.	Es genügt nicht, nur eine Sprache zu können.			X
originale	ADJ	2510733	Ammiro la letteratura russa. Tanto che ci si potrebbe porre la domanda: perché non ho mai imparato il russo per poter leggere gli autori russi in originale?	Ich bewundere die russische Literatur. So sehr, dass sich die Frage stellt sich, warum ich nie Russisch gelernt habe, um russische Autoren im Original zu lesen.		9819356	Vede, il prezzo originale era 50 dollari.	Ja, es kostete ursprünglich $50.		9148156	Suppongo che fui io a occuparmi dei dettagli ma il piano originale era suo.	(Frank) Ich kümmerte mich um die Details, aber der Plan stammte von ihr.			X
argomento	NOM	3030588	Negli ultimi mesi i media hanno discusso un solo argomento: la crisi economica.	In den letzten Monaten erörterten die Medien nur ein Thema: die Wirtschaftskrise.		5683687	State scrivendo una tesi di laurea? Su quale argomento?	Sie schreiben eine Dissertation? Zu welchem Thema?		713992	Improvvisamente ha cambiato argomento.	Plötzlich wechselte er das Thema.			X
determinato	ADJ	4829515	Ogni genere letterario ha le sue regole precise e richiederà un determinato linguaggio.	Jede literarische Gattung hat ihre spezifischen Regeln und erfordert eine bestimmte Sprache.		9147806	Al momento, ho un determinato problema che mi impedisce di lavorare.	Ich habe zurzeit Beschwerden, die mich am Arbeiten hindern.		10319701	Viene scelta per un determinato periodo di tempo.	Ein Gebiet wird ausgewählt.			X
applicato	ADJ		N/A	N/A			N/A	N/A			N/A	N/A			
caratteristico	ADJ	9293793	Vi porterò in un ristorante arabo molto caratteristico e molto esotico.	Ich zeige Ihnen ein sehr interessantes und exotisches Restaurant.			N/A	N/A			N/A	N/A			
teorico	ADJ	1296406	La lezione consiste in due parti, una teorica, l'altra pratica.	Der Unterricht besteht aus zwei Teilen, einem theoretischen und einem praktischen.		9805453	È solo un concetto teorico.	Es ist eine Theorie.			N/A	N/A			
camoscio	NOM		N/A	N/A			N/A	N/A			N/A	N/A			
raro	ADJ	5489727	Tom, tua sorella ha un nome raro e insolito. Perché l'hanno chiamata così?	Tom, deine Schwester hat einen seltenen, ungewöhnlichen Namen. Warum hat man sie so genannt?		410156	Ho trovato un raro francobollo in quel negozio.	Ich habe in diesem Geschäft eine seltene Briefmarke gefunden.		1006622	Questo è un caso molto raro.	Das ist ein seltener Vorfall.			X
disponibile	ADJ	1309711	John è disponibile adesso?	Ist John jetzt verfügbar?		3338022	Questo è l'unico stile disponibile?	Dies ist der einzige verfügbare Stil?		9800328	A causa del suo enorme successo, è disponibile solo in quantità limitate.	Wegen seiner enormen Beliebtheit wird Soylent Green knapp.			X
sostenibile	ADJ	1677491	Sarkozy ha difeso un modello di crescita sostenibile.	Sarkozy verteidigte ein Modell des nachhaltigen Wachstums.			N/A	N/A			N/A	N/A			
compagnia	NOM	1371720	Chi viene qua a farmi compagnia?	Wer kommt hierher, um mir Gesellschaft zu leisten.		10344794	Mi ha tenuto compagnia durante questo lungo viaggio.	Sie hat mir auf der langen Reise hierher Gesellschaft geleistet.		373843	La nostra compagnia vuole prendere parte in questo progetto di ricerca.	Unser Unternehmen möchte gern an diesem Forschungsprojekt teilnehmen.			X
osservatorio	NOM	9071265	Un osservatorio ci informa sulle condizioni del tempo.	Da oben ist ein Beobachtungsposten für uns.			N/A	N/A			N/A	N/A			
ricetta	NOM	2898231	Sto cercando ricette per una torta al cioccolato senza cioccolato.	Ich bin auf der Suche nach Rezepten für eine Schokoladentorte ohne Schokolade.		1722491	Che buona la pasta con i carciofi, oggi l'ho mangiata! Ora ricordo quante ricette buone ci sono al mondo.	Wie gut die Pasta mit Artischocken war, die ich heute ich gegessen habe! Nun erinnere ich mich, wie viele gute Rezepte es in der Welt gibt!		4901230	Qual è la tua ricetta per il successo?	Was ist dein Erfolgsrezept?			X
giudizio	NOM	3690971	Ha maggiore successo nello studio delle lingue, chi non ha paura di sbagliare, chi non teme il giudizio degli altri.	Den größten Erfolg im Sprachstudium hat, wer sich nicht vor Fehlern fürchtet und keine Angst vor dem Urteil anderer hat.		3280580	Questo libro di testo non merita un giudizio positivo.	Dieses Lehrbuch verdient kein positives Urteil.		1826046	Quel romanzo l'ho solo leggiucchiato: non posso esprimere un giudizio.	Ich habe diesen Roman nur angelesen; ich kann kein Urteil abgeben.			X
pessimo	ADJ	2272165	Il cibo era pessimo, tuttavia non me ne sono lamentato.	Das Essen war schrecklich, trotzdem habe ich mich nicht darüber beschwert.		9960985	Oggi mi è andato tutto storto e sono di pessimo umore.	Bis jetzt ging heute alles schief und ich bin recht schlecht gelaunt.		10386500	Ero stanchissima e di pessimo umore.	Ich war müde und schrecklich gereizt.			X
cipolla	NOM		N/A	N/A			N/A	N/A			N/A	N/A			
specifico	ADJ	849245	Certe parole possono essere usate senza alcun contesto specifico.	Bestimmte Wörter können ohne einen spezifischen Kontext verwendet werden.		10468827	Mi ha mandato il diario per un motivo specifico.	Er schickte mir das Tagebuch aus einem Grund.		9529124	Quando sono partito ti ho lasciato un ordine specifico che tu hai disatteso.	Als ich ging, gab ich Ihnen einen genauen Befehl. Den haben Sie nicht ausgeführt.			X
prevendita	NOM		N/A	N/A			N/A	N/A			N/A	N/A			
pubblico	ADJ	377548	Il giornale riflette l'opinione pubblica.	Die Zeitung spiegelt die öffentliche Meinung wider.		2685976	Usiamo i trasporti pubblici.	Wir benutzen öffentliche Verkehrsmittel.		672098	Egli non può fare niente contro di me senza rendere pubblica la faccenda.	Er kann nichts gegen mich unternehmen, ohne dass die Sache öffentlich wird.			X
pubblico	NOM	4900533	Il direttore del teatro ha congelato l'allegria del pubblico con una notizia triste.	Eine traurige Mitteilung des Theaterdirektors ließ die Heiterkeit des Publikums gefrieren.		2221831	Divento agitato se devo parlare davanti a un grande pubblico.	Wenn ich vor einer großen Menschenmenge reden muss, werde ich aufgeregt.		633849	Parlare in pubblico mi rende nervoso.	Vor Publikum zu sprechen macht mich nervös.			X
idoneo	ADJ	10369587	Il capitano è idoneo al comando, emotivamente e psicologicamente?	Ist der Captain emotional und psychologisch fit für das Kommando?			N/A	N/A			N/A	N/A			
archeologo	NOM	10192014	Lui è Indiana Jones, il famoso archeologo.	Das ist Indiana Jones, der berühmte Archäologe.			N/A	N/A			N/A	N/A			
burocrazia	NOM	2402142	Molti progetti, purtroppo, non vengono attuati perché la burocrazia è più costosa della realizzazione stessa dei progetti.	Viele Projekte werden leider deshalb nicht umgesetzt, weil die Bürokratie kostspieliger ist als die Projekte selbst.		10404399	So che le sembra inutile burocrazia, ma dobbiamo mandare la denuncia per una persona scomparsa alla polizia.	Es riecht nach Amtsschimmel, ich weiß, aber die Polizei braucht eine Vermißtenanzeige.			N/A	N/A			
situare	VER	633171	La stazione è situata tra queste due città.	Der Bahnhof befindet sich zwischen diesen beiden Städten.		5777580	L'aeroporto di Heathrow non è situato a Berlino ma a Londra.	Der Flughafen Heathrow befindet sich nicht in Berlin, sondern in London.		3075956	Il parco è situato nel centro della città.	Der Park liegt im Stadtzentrum.			X
